ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,sessions_per_day,km_per_drive,total_navigations,favorite_ratio,driving_consistency,inactive_days,inactive_ratio,device_android
168,retained,266,217,301.0848611,2476,0,44,3289.331979,974.2172746,29,26,Android,9.172413793103448,15.158211884792626,44,1.0,0.896551724137931,2447,0.9882875605815832,1
169,retained,218,175,309.0933633,1666,0,49,1433.805883,890.4583449,26,18,Android,8.384615384615385,8.193176474285714,49,1.0,0.6923076923076923,1640,0.9843937575030012,1
170,retained,11,9,63.37880655,712,81,26,1624.454611,59.98446528,22,15,Android,0.5,180.4949567777778,107,1.0,0.6818181818181818,690,0.9691011235955056,1
171,retained,70,63,94.58117968,2774,59,0,3201.918054,1210.004022,30,20,iPhone,2.333333333333333,50.8240960952381,59,1.0,0.6666666666666666,2744,0.989185291997116,0
172,churned,123,99,152.5567286,2298,17,0,3082.671245,1191.406698,6,0,Android,20.5,31.138093383838385,17,1.0,0.0,2292,0.9973890339425588,1
173,churned,126,101,162.4519603,603,74,0,1392.044767,927.1696159,30,25,iPhone,4.2,13.782621455445543,74,1.0,0.8333333333333334,573,0.9502487562189056,0
174,retained,20,16,53.4550273,2463,411,89,3766.481688,1442.969873,21,21,Android,0.9523809523809524,235.4051055,500,1.0,1.0,2442,0.9914738124238732,1
175,retained,55,55,81.58863034,3057,501,0,3729.175462,1894.837665,28,23,Android,1.9642857142857144,67.80319021818183,501,1.0,0.8214285714285714,3029,0.99084069349035,1
176,,283,226,529.5339436,1110,6,0,3028.6013,2489.697005,17,11,iPhone,16.647058823529413,13.4008907079646,6,1.0,0.6470588235294118,1093,0.9846846846846848,0
177,retained,26,21,150.2961319,3217,163,17,1714.793605,1137.647657,13,10,Android,2.0,81.65683833333334,180,1.0,0.7692307692307693,3204,0.9959589679825924,1
178,retained,12,12,14.72156617,3345,0,62,7170.180492,5209.574641,5,5,iPhone,2.4,597.515041,62,1.0,1.0,3340,0.9985052316890882,0
179,retained,12,11,125.4712179,961,256,31,1579.994416,1172.120431,30,25,iPhone,0.4,143.635856,287,1.0,0.8333333333333334,931,0.9687825182101976,0
180,retained,95,77,205.0061797,3091,223,113,1330.165394,694.2273068,15,10,iPhone,6.333333333333333,17.274875246753247,336,1.0,0.6666666666666666,3076,0.9951472015528956,0
181,retained,11,11,60.39582231,1265,160,66,6508.284915,2393.696833,18,16,iPhone,0.6111111111111112,591.662265,226,1.0,0.8888888888888888,1247,0.9857707509881424,0
182,churned,158,127,483.2623817,1379,90,99,6359.668308,3871.44325,8,8,iPhone,19.75,50.07612840944882,189,1.0,1.0,1371,0.994198694706309,0
183,retained,63,51,164.2653247,2060,0,0,2793.932988,2196.625007,24,22,iPhone,2.625,54.782999764705885,0,0.0,0.9166666666666666,2036,0.9883495145631068,0
184,retained,181,147,343.9452249,3498,34,0,2847.316114,1463.121713,16,9,Android,11.3125,19.36949737414966,34,1.0,0.5625,3482,0.9954259576901088,1
185,churned,2,2,18.27780555,2252,21,0,4267.335798,1968.320404,7,2,iPhone,0.2857142857142857,2133.667899,21,1.0,0.2857142857142857,2245,0.9968916518650088,0
186,retained,42,34,185.6691488,189,71,0,3989.118427,2421.203373,30,27,iPhone,1.4,117.32701255882353,71,1.0,0.9,159,0.8412698412698413,0
187,retained,47,47,57.56448616,3110,11,24,1358.495097,523.7240476,23,18,Android,2.0434782608695654,28.904151,35,1.0,0.782608695652174,3087,0.9926045016077172,1
188,retained,13,13,148.67747,1026,0,0,9677.771658,2910.908676,28,20,iPhone,0.4642857142857143,744.4439736923076,0,0.0,0.7142857142857143,998,0.97270955165692,0
189,retained,69,55,612.7393981,2127,295,44,2250.61469,573.5874281,9,6,iPhone,7.666666666666667,40.920267090909086,339,1.0,0.6666666666666666,2118,0.995768688293371,0
190,retained,91,73,98.65923505,1814,0,49,4142.799208,3194.839867,6,3,Android,15.166666666666666,56.750674082191786,49,1.0,0.5,1808,0.9966923925027564,1
191,churned,150,122,247.3249005,1070,187,0,6393.481743,4553.238421,6,6,iPhone,25.0,52.40558805737705,187,1.0,1.0,1064,0.994392523364486,0
192,retained,71,61,107.0263131,26,49,167,3389.641001,2533.340808,26,17,Android,2.730769230769231,55.56788526229508,216,1.0,0.6538461538461539,0,0.0,1
193,retained,49,40,177.9586432,3477,16,0,3304.917873,876.5817852,11,11,iPhone,4.454545454545454,82.622946825,16,1.0,1.0,3466,0.996836353178027,0
194,churned,231,191,406.1782678,745,0,11,3527.611715,936.001503,28,18,iPhone,8.25,18.469171282722517,11,1.0,0.6428571428571429,717,0.9624161073825503,0
195,retained,80,64,94.32008442,1364,374,75,541.5097616,242.0482374,29,23,Android,2.7586206896551726,8.461090025,449,1.0,0.7931034482758621,1335,0.9787390029325512,1
196,retained,20,17,64.41973416,149,33,0,8844.035207,4499.867035,20,17,iPhone,1.0,520.2373651176471,33,1.0,0.85,129,0.8657718120805369,0
197,retained,67,54,230.4582451,1256,41,64,5045.398456,2109.483123,12,8,iPhone,5.583333333333333,93.43330474074074,105,1.0,0.6666666666666666,1244,0.9904458598726116,0
198,retained,16,13,186.9794651,3306,184,32,905.6810673,299.0163994,10,10,Android,1.6,69.6677744076923,216,1.0,1.0,3296,0.9969751966122202,1
199,,27,23,196.8396051,2800,156,0,11579.5651,3373.482562,23,18,iPhone,1.173913043478261,503.459352173913,156,1.0,0.782608695652174,2777,0.9917857142857144,0
200,churned,5,5,138.8705748,321,0,0,8809.226415,2667.907883,3,0,Android,1.6666666666666667,1761.845283,0,0.0,0.0,318,0.9906542056074766,1
201,churned,26,22,112.9586168,957,622,0,1611.446289,892.4956928,7,3,iPhone,3.7142857142857135,73.2475585909091,622,1.0,0.4285714285714285,950,0.992685475444096,0
202,retained,57,46,271.9233666,777,95,33,2804.191515,1976.310414,6,5,Android,9.5,60.96068510869565,128,1.0,0.8333333333333334,771,0.9922779922779924,1
203,retained,83,67,96.30479738,1532,125,0,2948.886919,993.8732641,6,6,Android,13.833333333333334,44.01323759701493,125,1.0,1.0,1526,0.9960835509138382,1
204,retained,192,175,221.6576984,2047,102,51,3166.429712,960.7904459,24,23,Android,8.0,18.09388406857143,153,1.0,0.9583333333333334,2023,0.9882755251587688,1
205,retained,33,30,109.9488004,1364,0,0,3559.971515,2406.462487,14,12,iPhone,2.357142857142857,118.66571716666668,0,0.0,0.8571428571428571,1350,0.9897360703812316,0
206,retained,26,22,137.1660111,82,437,28,2167.763491,1735.421979,6,6,Android,4.333333333333333,98.53470413636364,465,1.0,1.0,76,0.926829268292683,1
207,churned,40,32,145.0459423,3346,443,9,3074.663538,1895.630542,30,27,iPhone,1.3333333333333333,96.0832355625,452,1.0,0.9,3316,0.9910340705319785,0
208,retained,108,87,191.936044,110,0,20,6768.997378,1506.123087,28,26,iPhone,3.857142857142857,77.80456756321838,20,1.0,0.9285714285714286,82,0.7454545454545455,0
209,retained,147,147,231.6026323,3414,133,53,5110.800712,2591.209147,23,14,iPhone,6.391304347826087,34.76735178231293,186,1.0,0.6086956521739131,3391,0.9932630345635618,0
210,churned,351,281,453.6394213,3362,0,0,1812.494756,665.2729911,9,8,Android,39.0,6.4501592740213525,0,0.0,0.8888888888888888,3353,0.997323022010708,1
211,retained,28,23,66.27163423,780,61,0,2214.364804,998.3809116,27,22,iPhone,1.037037037037037,96.27673060869564,61,1.0,0.8148148148148148,753,0.9653846153846154,0
212,retained,118,98,262.4824485,1728,74,208,3780.784102,1561.377004,30,24,iPhone,3.933333333333333,38.5794296122449,282,1.0,0.8,1698,0.9826388888888888,0
213,retained,53,53,77.9959639,1208,175,0,1678.647111,1292.628032,21,14,iPhone,2.523809523809524,31.672587,175,1.0,0.6666666666666666,1187,0.9826158940397351,0
214,retained,58,51,181.5508049,707,1,0,2687.263718,274.4209506,12,5,Android,4.833333333333333,52.6914454509804,1,1.0,0.4166666666666667,695,0.983026874115983,1
215,retained,32,28,130.4263098,2747,66,143,1134.727416,194.7750303,22,21,Android,1.4545454545454546,40.52597914285714,209,1.0,0.9545454545454546,2725,0.991991263196214,1
216,retained,198,161,215.9992155,2806,86,0,5592.664287,3732.715173,21,15,iPhone,9.428571428571429,34.737045260869564,86,1.0,0.7142857142857143,2785,0.9925160370634356,0
217,retained,0,0,33.71021032,629,160,0,6103.88167,1767.846528,8,2,iPhone,0.0,inf,160,1.0,0.25,621,0.9872813990461048,0
218,churned,24,19,119.5481767,1827,0,0,5161.398906,3521.634946,3,2,iPhone,8.0,271.652574,0,0.0,0.6666666666666666,1824,0.9983579638752051,0
219,retained,134,108,304.7897104,805,38,0,9674.81691,992.5048321,28,18,iPhone,4.785714285714286,89.58163805555556,38,1.0,0.6428571428571429,777,0.9652173913043478,0
220,retained,45,36,521.043069,667,0,13,7906.134625,4617.912995,8,5,Android,5.625,219.61485069444444,13,1.0,0.625,659,0.9880059970014992,1
221,retained,131,106,199.4857666,2208,0,0,1282.633982,319.3697841,11,11,iPhone,11.909090909090908,12.100320584905662,0,0.0,1.0,2197,0.9950181159420288,0
222,retained,130,104,164.3212072,853,133,0,2871.615782,1542.044342,10,10,iPhone,13.0,27.61169021153846,133,1.0,1.0,843,0.9882766705744432,0
223,retained,14,12,227.863193,1757,34,0,4979.183869,1724.017094,28,19,iPhone,0.5,414.93198908333335,34,1.0,0.6785714285714286,1729,0.9840637450199204,0
224,retained,185,149,311.2870759,3287,165,0,3810.497042,772.7007434,27,22,iPhone,6.851851851851852,25.57380565100671,165,1.0,0.8148148148148148,3260,0.99178582293885,0
225,retained,51,41,436.8746889,745,93,0,3685.383695,2801.633855,27,26,iPhone,1.8888888888888888,89.88740719512195,93,1.0,0.9629629629629628,718,0.963758389261745,0
226,retained,72,59,162.9841356,332,1,0,2375.993763,921.2046724,29,20,iPhone,2.4827586206896552,40.27108072881356,1,1.0,0.6896551724137931,303,0.9126506024096386,0
227,retained,17,17,146.017828,1905,106,0,1675.366755,753.1189145,25,24,Android,0.68,98.55098558823528,106,1.0,0.96,1880,0.9868766404199476,1
228,retained,37,37,63.34400869,2057,0,14,1087.050057,781.0449242,14,14,iPhone,2.642857142857143,29.37973127027027,14,1.0,1.0,2043,0.9931939718035976,0
229,retained,7,6,176.803129,2951,73,56,7589.578721,4500.599272,13,11,iPhone,0.5384615384615384,1264.9297868333333,129,1.0,0.8461538461538461,2938,0.9955947136563876,0
230,churned,15,12,111.2465431,1118,61,0,2368.45335,1260.738374,7,3,iPhone,2.142857142857143,197.3711125,61,1.0,0.4285714285714285,1111,0.9937388193202148,0
231,retained,91,73,103.89582,3387,266,19,6995.447995,2721.061538,11,9,Android,8.272727272727273,95.8280547260274,285,1.0,0.8181818181818182,3376,0.996752288160614,1
232,churned,1,1,37.32263096,2041,46,163,6861.286668,4983.85779,12,9,iPhone,0.0833333333333333,6861.286668,209,1.0,0.75,2029,0.9941205291523764,0
233,retained,9,8,258.5981961,343,351,117,3091.281136,2512.662365,16,15,iPhone,0.5625,386.410142,468,1.0,0.9375,327,0.9533527696793004,0
234,retained,56,46,55.92225593,1918,25,9,5799.5886,905.8854373,3,3,iPhone,18.666666666666668,126.07801304347826,34,1.0,1.0,1915,0.9984358706986444,0
235,churned,16,13,178.3434574,2937,108,0,1242.125798,261.7615756,11,8,iPhone,1.4545454545454546,95.54813830769233,108,1.0,0.7272727272727273,2926,0.99625468164794,0
236,retained,136,110,136.9216388,605,364,0,1342.593311,333.6268656,31,21,iPhone,4.387096774193548,12.205393736363638,364,1.0,0.6774193548387096,574,0.9487603305785124,0
237,retained,239,192,375.7182036,2616,13,0,6343.510823,4878.599543,7,7,iPhone,34.142857142857146,33.039118869791665,13,1.0,1.0,2609,0.9973241590214068,0
238,churned,17,13,209.924477,171,57,0,3006.377135,1539.70849,4,4,iPhone,4.25,231.25977961538464,57,1.0,1.0,167,0.9766081871345028,0
239,retained,120,101,547.6469834,3014,237,0,2474.647978,1107.658252,12,8,Android,10.0,24.50146512871287,237,1.0,0.6666666666666666,3002,0.9960185799601858,1
240,retained,9,9,94.15769837,1638,37,0,2280.396864,1175.622699,8,3,Android,1.125,253.3774293333333,37,1.0,0.375,1630,0.9951159951159952,1
241,retained,49,45,78.08356425,3178,14,19,3520.871967,2367.054714,3,3,iPhone,16.333333333333332,78.24159926666667,33,1.0,1.0,3175,0.999056010069226,0
242,churned,51,42,67.71359618,1828,0,24,7160.138608,4289.050141,12,12,Android,4.25,170.47949066666666,24,1.0,1.0,1816,0.9934354485776804,1
243,churned,293,235,362.5371744,710,222,0,4007.933555,1589.505388,8,6,iPhone,36.625,17.05503640425532,222,1.0,0.75,702,0.9887323943661972,0
244,retained,73,66,103.92497,1413,0,0,1755.794535,1311.463056,17,13,iPhone,4.294117647058823,26.6029475,0,0.0,0.7647058823529411,1396,0.9879688605803256,0
245,retained,10,8,70.68795123,2266,43,31,889.0358983,256.717097,5,5,iPhone,2.0,111.1294872875,74,1.0,1.0,2261,0.997793468667255,0
246,retained,16,16,50.39101573,1987,157,0,1139.850735,374.755023,18,13,iPhone,0.8888888888888888,71.2406709375,157,1.0,0.7222222222222222,1969,0.9909411172622044,0
247,retained,29,29,89.7006354,1998,293,86,8353.314432,4877.501795,17,15,iPhone,1.7058823529411764,288.04532524137926,379,1.0,0.8823529411764706,1981,0.9914914914914916,0
248,churned,48,39,109.4921618,1507,0,0,3331.523048,2717.400862,11,7,Android,4.363636363636363,85.42366789743589,0,0.0,0.6363636363636364,1496,0.9927007299270072,1
249,retained,148,128,170.701183,1288,221,110,3489.964417,1430.914975,7,4,iPhone,21.142857142857142,27.2653470078125,331,1.0,0.5714285714285714,1281,0.9945652173913044,0
250,retained,25,25,26.31739936,2036,0,0,7236.941229,3064.028566,26,24,iPhone,0.9615384615384616,289.47764916,0,0.0,0.9230769230769232,2010,0.987229862475442,0
251,churned,94,75,102.201763,1718,0,98,5314.988573,1962.160205,3,3,Android,31.33333333333333,70.86651430666666,98,1.0,1.0,1715,0.9982537834691502,1
252,churned,103,84,117.408428,720,25,0,4455.222323,1422.367429,3,2,iPhone,34.333333333333336,53.03836098809524,25,1.0,0.6666666666666666,717,0.9958333333333332,0
253,retained,27,22,44.4100336,1551,65,121,5654.090998,1326.127806,10,10,iPhone,2.7,257.00413627272724,186,1.0,1.0,1541,0.993552546744036,0
254,churned,48,39,65.39750604,1315,191,2,4637.017844,1602.177101,3,3,Android,16.0,118.89789343589744,193,1.0,1.0,1312,0.9977186311787072,1
255,retained,263,216,271.5999514,1696,1,48,5096.15163,944.7660679,0,0,iPhone,inf,23.593294583333336,49,1.0,0.0,1696,1.0,0
256,retained,138,111,221.4540961,872,97,77,2947.870739,317.2041291,18,14,iPhone,7.666666666666667,26.557394045045044,174,1.0,0.7777777777777778,854,0.9793577981651376,0
257,retained,229,198,276.9777577,2118,185,0,1234.394696,721.6809633,22,19,iPhone,10.409090909090908,6.234316646464647,185,1.0,0.8636363636363636,2096,0.9896128423040604,0
258,retained,64,55,262.5392446,3384,146,0,2854.907544,1019.896054,29,22,iPhone,2.206896551724138,51.90740989090909,146,1.0,0.7586206896551724,3355,0.9914302600472812,0
259,churned,231,186,239.0754338,2012,47,0,2903.102397,794.2154583,21,20,iPhone,11.0,15.608077403225806,47,1.0,0.9523809523809524,1991,0.9895626242544732,0
260,retained,26,21,153.8244071,462,65,31,7527.039567,4070.402474,10,9,Android,2.6,358.4304555714286,96,1.0,0.9,452,0.9783549783549784,1
261,retained,68,55,89.89817396,558,0,44,4157.857045,3232.403234,13,12,iPhone,5.230769230769231,75.59740081818181,44,1.0,0.9230769230769232,545,0.9767025089605734,0
262,retained,226,181,249.415761,2585,420,94,2649.779838,1705.587495,26,16,iPhone,8.692307692307692,14.639667613259668,514,1.0,0.6153846153846154,2559,0.9899419729206964,0
263,retained,98,80,138.8966777,1502,188,9,2352.808479,1356.918348,21,13,iPhone,4.666666666666667,29.4101059875,197,1.0,0.6190476190476191,1481,0.9860186418109188,0
264,retained,19,17,108.3085782,489,84,0,6016.787107,3032.050167,15,11,iPhone,1.2666666666666666,353.9286533529412,84,1.0,0.7333333333333333,474,0.9693251533742332,0
265,retained,45,36,77.74150106,520,5,29,4603.909263,1490.444254,27,19,Android,1.6666666666666667,127.88636841666666,34,1.0,0.7037037037037037,493,0.948076923076923,1
266,,70,58,137.1512793,3264,45,0,1305.946778,996.394443,21,18,Android,3.333333333333333,22.51632375862069,45,1.0,0.8571428571428571,3243,0.9935661764705882,1
267,retained,31,27,199.1817354,2891,171,0,3255.874666,1919.401874,26,21,iPhone,1.1923076923076923,120.5879505925926,171,1.0,0.8076923076923077,2865,0.9910065721203736,0
268,retained,13,10,34.86172503,1179,0,99,1023.566551,337.7888487,31,29,iPhone,0.4193548387096774,102.3566551,99,1.0,0.935483870967742,1148,0.9737065309584394,0
269,retained,32,27,100.6259772,311,198,39,4939.367292,3849.562763,11,10,Android,2.909090909090909,182.93952933333333,237,1.0,0.9090909090909092,300,0.964630225080386,1
270,retained,21,17,172.2561926,901,376,45,1709.999766,703.4949047,24,22,iPhone,0.875,100.58822152941175,421,1.0,0.9166666666666666,877,0.9733629300776916,0
271,retained,52,52,127.2898283,1672,714,0,6134.963884,4409.821166,27,17,iPhone,1.9259259259259256,117.98007469230768,714,1.0,0.6296296296296297,1645,0.9838516746411484,0
272,retained,75,61,158.7614474,1990,48,55,3169.686605,1325.913355,10,10,iPhone,7.5,51.96207549180328,103,1.0,1.0,1980,0.9949748743718592,0
273,retained,57,45,298.4321171,2962,0,13,6933.874574,2058.162246,7,7,Android,8.142857142857142,154.08610164444443,13,1.0,1.0,2955,0.9976367319378798,1
274,retained,27,22,186.5927505,2125,411,23,1517.931358,469.7574809,22,16,Android,1.2272727272727273,68.99687990909091,434,1.0,0.7272727272727273,2103,0.9896470588235294,1
275,retained,245,200,361.8844446,662,566,16,3287.554983,1178.941717,25,22,iPhone,9.8,16.437774915,582,1.0,0.88,637,0.9622356495468278,0
276,retained,34,27,92.25161465,2761,174,0,2218.516115,1056.953313,16,8,iPhone,2.125,82.16726351851851,174,1.0,0.5,2745,0.994204998189062,0
277,retained,69,61,114.7379542,1065,19,0,5795.613873,4479.103775,22,17,Android,3.136363636363636,95.01006349180328,19,1.0,0.7727272727272727,1043,0.9793427230046948,1
278,churned,172,142,252.6878957,1823,0,28,4468.734705,2400.274437,4,4,iPhone,43.0,31.469962711267605,28,1.0,1.0,1819,0.997805814591333,0
279,retained,266,214,440.7819453,485,40,29,1467.413353,1188.423862,29,19,iPhone,9.172413793103448,6.857071742990654,69,1.0,0.6551724137931034,456,0.9402061855670104,0
280,retained,42,36,356.9046735,1064,7,33,7447.127529,2503.810441,17,17,iPhone,2.4705882352941178,206.8646535833333,40,1.0,1.0,1047,0.9840225563909776,0
281,churned,2,2,68.43454952,3150,0,60,3837.59098,2842.697652,1,0,iPhone,2.0,1918.79549,60,1.0,0.0,3149,0.9996825396825396,0
282,retained,51,42,116.2018066,2747,231,0,6283.729699,3332.246206,27,24,iPhone,1.8888888888888888,149.6126118809524,231,1.0,0.8888888888888888,2720,0.9901710957408082,0
283,,170,137,354.2976621,869,18,25,3914.401147,2500.266993,3,2,Android,56.66666666666666,28.5722711459854,43,1.0,0.6666666666666666,866,0.996547756041427,1
284,retained,55,44,92.37585542,672,82,0,7185.197626,3885.194154,8,8,iPhone,6.875,163.29994604545456,82,1.0,1.0,664,0.988095238095238,0
285,retained,2,2,113.1919854,1399,238,94,1731.391158,1064.197865,24,18,Android,0.0833333333333333,865.695579,332,1.0,0.75,1375,0.982844889206576,1
286,retained,12,10,71.44822472,2395,39,91,5385.271175,3025.260911,28,27,iPhone,0.4285714285714285,538.5271175,130,1.0,0.9642857142857144,2367,0.9883089770354906,0
287,churned,119,96,263.9841144,230,150,7,950.9577953,353.2173999,6,6,iPhone,19.83333333333333,9.905810367708334,157,1.0,1.0,224,0.9739130434782608,0
288,,199,159,248.5608538,2959,127,0,5285.296516,1383.3253,29,20,Android,6.862068965517241,33.24085859119497,127,1.0,0.6896551724137931,2930,0.9901993916863804,1
289,retained,189,162,420.149277,1787,331,17,2782.363662,883.795458,5,5,iPhone,37.8,17.175084333333334,348,1.0,1.0,1782,0.9972020145495244,0
290,churned,13,13,27.58100881,2523,245,21,1406.660825,757.3981893,3,0,Android,4.333333333333333,108.20467884615384,266,1.0,0.0,2520,0.9988109393579072,1
291,churned,183,149,221.8495146,1848,266,51,1624.752998,1034.974113,5,5,Android,36.6,10.90438253691275,317,1.0,1.0,1843,0.9972943722943725,1
292,retained,6,5,157.7901742,596,225,0,4290.131177,1616.236589,5,0,iPhone,1.2,858.0262354,225,1.0,0.0,591,0.9916107382550337,0
293,churned,141,116,298.7370296,1158,115,33,1089.856665,206.6034532,22,22,Android,6.409090909090909,9.395316077586209,148,1.0,1.0,1136,0.9810017271157168,1
294,retained,67,54,108.3482441,3491,57,0,918.7551918,745.8334329,13,13,Android,5.153846153846154,17.013985033333334,57,1.0,1.0,3478,0.9962761386422228,1
